article,provided_questions,number_of_questions,grounded_followup,generated_question,generated_n,gen_latency_ms,gen_error,rss_mb_before,rss_mb_after,rss_delta_mb
"The community's reaction to the provocative social media post by Oskaloosa High School teacher Matt Kargol was one of disapproval and concern. Many residents expressed that his comment, ""one nazi down,"" in response to the shooting death of Republican activist Charlie Kirk, was inappropriate and not acceptable. Oskaloosa resident Adam Fincher stated that such posts are ""just inappropriate and not called for."" Superintendent Mike Fisher mentioned that the incident caused ""substantial material disruption"" to the learning environment, highlighting the division in society and the need for kindness in discourse. A close friend of Kargol, Jane Ryder, emphasized the importance of understanding and grace, suggesting that everyone makes mistakes. Kargol has been placed on administrative leave while the school board determines his future.","[""What actions are being taken by the school board?"", ""How has the school community responded overall?"", ""What are the implications of such social media posts?"", ""Are there any updates on the teacher's situation?""]",4,True,"[""How did the community's reaction to Oskaloosa's post evolve after he issued the 'one nazi down' comment?"", ""Did Adam Fincher's comment 'one nazi down' reflect a broader pattern of disapproval and concern among residents regarding Charlie Kirk's death?"", ""How does the community's response to the shooting death of Charlie Kirk reflect the perceived appropriateness of the system's handling of similar incidents?"", ""How can we foster a more inclusive learning environment without resorting to inappropriate posts?""]",4,1813.195,,119.422,129.984,10.562
"Democratic State Senator Kelda Roys is running for Wisconsin governor, joining other candidates in the race, including Lt. Gov. Sara Rodriguez and Milwaukee County Executive David Crowley. This sets up a competitive Democratic primary for the upcoming election. 

The primary election is scheduled for August 11, 2025.","[""What are Roys' main campaign points?"", ""What are the key issues in the upcoming election?"", ""How does this race compare to previous gubernatorial elections?"", ""What is the timeline for the general election?""]",4,True,"[""What key policy initiative will be highlighted by the Democratic candidates in this primary competition?"", ""How does the presence of multiple Democratic candidates in the primary elections impact the overall race dynamics?"", ""What key policy initiative will be most prominently highlighted by the Democratic candidates in the upcoming primary?"", ""What key policy initiative will Kelda Roys prioritize to secure a strong mandate in the upcoming Wisconsin primary?""]",4,1612.874,,129.984,125.000,-4.984
"Ruby Lehmann, a six-year-old child, went missing from her grandmother's home in Almond, Wisconsin. An Amber Alert was issued for her disappearance last week. The biological mother, Chelsie Lehmann, has been arrested and is facing charges related to Ruby's disappearance, including aiding a felon and obstructing an officer. She was booked into the Portage County Jail and is scheduled to appear in court soon. 

For more details, you can read the full article [here](https://api.dappier.com/app/track/8ed0121b).","[""What are the latest updates on the investigation?"", ""Can you tell me more about the Amber Alert system?"", ""What charges can be brought in similar cases?"", ""What steps are taken when a child goes missing?""]",4,True,"[""What immediate steps should be taken to assist Chelsie Lehmann and ensure Ruby's safety following the Amber Alert incident?"", ""What immediate steps should the Amber Alert authorities take to assist Chelsie Lehmann in her search for Ruby?"", ""What is the current status of Chelsie Lehmann's case following the Amber Alert and her arrest?"", ""What is Chelsie Lehmann's next step in her legal proceedings following her arrest and charges?""]",4,2021.330,,125.000,80.812,-44.188
"The ongoing investigation into the crash that occurred on Madison's east side involves a 53-year-old woman who was driving west on Commercial Ave. and attempted to turn left into a parking lot when her SUV was struck by a vehicle being test-driven. Tragically, two passengers in the test-driving vehicle, aged 65 and 64, died from their injuries. 

The woman remained at the scene and is cooperating with investigators. The police are continuing to gather information regarding the circumstances of the crash, which also resulted in a second collision involving two other vehicles. One driver from that incident sustained non-life-threatening injuries. The investigation is still active, and further details may emerge as it progresses.","[""What are the latest updates on the crash investigation?"", ""Are there any safety measures being discussed?"", ""What are the legal implications for the driver?"", ""Can you provide more details about the victims?""]",4,True,"[""What is the vehicle involved in the 2018 crash on Madison's east side parking lot?"", ""Did the driver's SUV cause the fatal collision in a test-driving parking lot on Commercial Ave?"", ""What immediate steps should be taken to ensure the safety of all involved in the test-driving incident?"", ""What immediate actions will the police prioritize to prevent further fatalities and ensure the safety of the remaining passengers?""]",4,1815.278,,80.812,93.656,12.844
"Ruby's disappearance is connected to her biological mother, Chelsie Lehmann, who has been arrested. Chelsie is facing charges related to Ruby's disappearance, which occurred last week when Ruby was reported missing from her grandmother's home in Almond, Wisconsin. An Amber Alert was issued for Ruby following her disappearance. Chelsie is scheduled to appear in court on Tuesday, and the investigation is ongoing.","[""What charges is Chelsie facing?"", ""When is Chelsie's court appearance?"", ""What details are available about Ruby's case?"", ""Are there updates on the Amber Alert?""]",4,True,"[""What charges does Chelsie Lehmann face for Ruby's disappearance?"", ""What immediate steps will be taken to ensure Chelsie's safety and secure Ruby's whereabouts following the Amber Alert?"", ""What additional information is needed to understand Chelsie's involvement in Ruby's disappearance?"", ""Chelsie's arrest and charges now include Ruby's disappearance, which took place last week, and she is facing charges related to a missing person's case.?""]",4,1814.270,,93.656,96.672,3.016
"The latest updates on the investigation into the disappearance of Ruby Lehmann indicate that her biological mother, Chelsie Lehmann, has been arrested. She is facing charges of aiding a felon and obstructing an officer. Ruby was reported missing from her grandmother's home in Almond, Wisconsin, prompting an Amber Alert. Chelsie is scheduled to appear in court on Tuesday, and a court date for Ruby's uncle, Jordan Coyle, will be set once the investigation concludes.","[""What charges is Chelsie facing?"", ""When is the court date for Chelsie?"", ""What led to the Amber Alert being issued?"", ""Are there any updates on Ruby's whereabouts?""]",4,True,"[""What charges does Chelsie Lehmann face for aiding Ruby Lehmann's disappearance?"", ""Has Chelsie Lehmann been charged with aiding a felon and obstructing an officer after Ruby's disappearance?"", ""What legal proceedings are currently underway against Chelsie Lehmann for her alleged involvement in a felony and obstruction charges?"", ""Has Chelsie been charged with aiding a felon and obstructing an officer?""]",4,1611.857,,96.672,108.203,11.531
The cause of the crash on U.S. Highway 18 near North Johns Street in Dodgeville has not been mentioned in the provided information. The Iowa County Sheriff's Office has not disclosed any details regarding what led to the accident.,"[""What were the injuries reported?"", ""How is the injured person doing?"", ""What actions are being taken by authorities?"", ""Are there any updates on the investigation?""]",4,True,"[""What specific maintenance issue or component failure is suspected to have contributed to the crash on U.S. Highway 18 near North Johns Street?""]",4,404.483,,108.203,108.812,0.609
"The details about the victim in the recent pedestrian accident on U.S. Highway 12 near Kickapoo Road have not been fully disclosed. The victim was pronounced dead at the scene, and the Dane County Medical Examiner's office will release their name after notifying the family. The investigation into the cause of the crash is ongoing by the Dane County Sheriff's Office.","[""What are the latest updates on the investigation?"", ""Are there any safety measures being discussed?"", ""What should pedestrians be aware of when crossing highways?"", ""Can you provide more information about similar incidents?""]",4,True,"[""Did the victim's medical condition worsen after the accident despite initial statements?"", ""Did the Dane County Medical Examiner's office release the victim's name following the announcement of their death?"", ""Did the Dane County Medical Examiner's office release the victim's name after notifying the family?"", ""Did the Dane County Medical Examiner's office disclose the victim's name after notifying the family?""]",4,1613.309,,108.812,122.109,13.297
"Ruby's disappearance was reported last week when she went missing from her grandmother's home in Almond, Wisconsin. An Amber Alert was issued on Thursday night, prompting a search for the six-year-old child. Following the investigation, her biological mother, Chelsie Lehmann, was arrested and is facing charges related to Ruby's disappearance, including aiding a felon and obstructing an officer. Chelsie is scheduled to appear in court on Tuesday.","[""What charges is Chelsie facing?"", ""When is Chelsie's court appearance?"", ""What updates are there on Ruby's case?"", ""What can be done to prevent similar cases?""]",4,True,"[""What immediate steps were taken by authorities to locate Ruby and her mother after her disappearance?"", ""What legal action has Chelsie Lehmann taken to pursue her missing child's return?"", ""What immediate next steps are being taken by the Amber Alert unit to locate the six-year-old child?"", ""What legal charges are currently being pursued against Chelsie Lehmann for assisting in the child's disappearance?""]",4,1813.274,,122.109,118.938,-3.172
"Yes, Kseniia Petrova is still in custody as she awaits a bail hearing after being held for over three months. The hearing is expected to take place next week.","[""What are the charges against her?"", ""What led to her arrest?"", ""How has her detention affected her work?"", ""What are the next steps in her case?""]",4,True,"[""Is Kseniia Petrova still in custody pending bail hearing next week?""]",4,403.414,,118.938,109.734,-9.203
"The crash occurred when a 53-year-old woman driving west on Commercial Ave. attempted to turn left into a parking lot. Her SUV was struck by a vehicle that was being test-driven at the time. Unfortunately, two people in the test-driving vehicle, aged 65 and 64, died as a result of the collision. The woman who turned into the parking lot remained at the scene and is cooperating with the investigation, which is still ongoing.","[""Are there updates on the investigation?"", ""What safety measures are in place for test drives?"", ""How often do similar accidents occur?"", ""What are the legal consequences of such crashes?""]",4,True,"[""Did the SUV's brakes fail to prevent a collision with a test-driving vehicle at the intersection?"", ""Did the SUV's driver fail to yield to a test-driving vehicle due to a sudden stop, resulting in fatalities?"", ""Did the test-driving SUV's driver cause the fatal collision that killed both test-driving passengers?"", ""What system failure led to the fatal collision involving the SUV and two test-drivers aged 65 and 64?""]",4,1611.177,,109.734,117.875,8.141
"Ruby Lehmann, a six-year-old child, went missing in Portage County last week, prompting an Amber Alert. Her biological mother, Chelsie Lehmann, has been arrested and is facing charges related to Ruby's disappearance, specifically aiding a felon and obstructing an officer. Ruby was reported missing from her grandmother's home, and Chelsie is scheduled to appear in court soon. 

For more details, you can read the full article [here](https://api.dappier.com/app/track/a112d763).","[""What are the latest updates on the investigation?"", ""Can you tell me more about the Amber Alert system?"", ""What charges can be brought in similar cases?"", ""How can the community help in missing child cases?""]",4,True,"[""Did Chelsie Lehmann assist Ruby in aiding a felon and obstructing an officer, potentially leading to charges?"", ""What legal proceedings are underway against Chelsie Lehmann for her role in Ruby's disappearance and her actions as an Amber Alert supporter?"", ""What legal charges does Chelsie Lehmann face for aiding Ruby's disappearance?"", ""What legal proceedings are currently underway against Chelsie Lehmann for her alleged support of Ruby's disappearance and obstruction of an officer?""]",4,1812.828,,117.875,126.328,8.453
"A tragic farming accident occurred in Lancaster, Wisconsin, where a 77-year-old man named Robert Stader died after becoming caught in the moving parts of farm machinery. The incident happened on Boice Creek Road around 1:47 p.m. while he was working with another individual. Unfortunately, first responders found him dead upon arrival. 

This information is sourced from the AI's customized knowledge base without links.","[""What safety measures can be taken to prevent such accidents?"", ""Are there any recent news updates on farming safety?"", ""What are common causes of farming accidents?"", ""Can you share more about farming equipment safety?""]",4,True,"[""What year was Robert Stader killed in a farm accident involving moving machinery on Boice Creek Road?"", ""What was Robert Stader's age when he died in Wisconsin's Boice Creek Road incident on Boice?"", ""What year was Robert Stader killed after moving farm equipment on Boice Creek Road?"", ""What was Robert Stader's last known location before his death on Boice Creek Road?""]",4,1612.242,,126.328,138.234,11.906
"The woman was found in a van near midtown Madison, Wisconsin, where police discovered seven Great Danes in deplorable conditions. Officers responded to a welfare check for dogs in distress and found the woman with the dogs in her vehicle, which had reportedly been parked since about 10:30 a.m. on Saturday.","[""What happened to the dogs?"", ""What charges is the woman facing?"", ""Are there any updates on animal welfare laws?"", ""What can be done to prevent such incidents?""]",4,True,"[""What was the woman's last known location and condition after being rescued from the van?"", ""What was the location of the incident involving the welfare check for seven Great Danes in a van near midtown Madison, Wisconsin?"", ""What was the location of the van where seven Great Danes were found in distress?"", ""Where did the police respond to the welfare check of a Great Dane in distress near midtown Madison, 2023?""]",4,1612.159,,138.234,140.453,2.219
"Democratic State Senator Kelda Roys has launched her campaign for Wisconsin governor, joining Lt. Gov. Sara Rodriguez and Milwaukee County Executive David Crowley as candidates in the Democratic primary. On the Republican side, Waukesha County Executive Josh Schoemann and Milwaukee-area businessman Bill Berrien have also declared their candidacies. The primary election is scheduled for August 11, setting the stage for the general election in November.","[""What are the key issues in the governor's race?"", ""How does Kelda Roys' experience influence her campaign?"", ""What are the election dates to watch for?"", ""Can you provide more details on the candidates' platforms?""]",4,True,"[""How will these new leaders address Wisconsin's growing economic challenges?"", ""Has the campaign generated significant media attention and voter engagement in Wisconsin?"", ""What is the combined total of Waukesha County Executive Josh Schoemann's and Milwaukee County Executive Bill Berrien's combined votes in the Democratic primary?"", ""Will the Democratic primary winner, Sara Rodriguez, secure the most significant vote share, or will Republican candidate Josh Schoemann retain the lead?""]",4,1812.714,,140.453,154.578,14.125
"Kelda Roys, a Democratic State Senator, has launched her campaign for Wisconsin governor, emphasizing her legislative experience and commitment to addressing key issues. While specific campaign points were not detailed in the provided information, her background suggests a focus on progressive policies, small business advocacy, and addressing income inequality. Roys aims to compete in a Democratic primary against notable candidates like Lt. Gov. Sara Rodriguez and Milwaukee County Executive David Crowley. 

For more details on her campaign and platform, you might want to follow her announcements as the election approaches.","[""What are the other candidates' positions?"", ""How does Roys' experience compare to her opponents?"", ""What are the key issues in the upcoming election?"", ""When is the primary election date?""]",4,True,"[""How will her experience as a Wisconsin state legislator inform her approach to governing in Wisconsin?"", ""What key legislative priorities does Governor Roy have as a progressive leader in Wisconsin, focusing on small businesses and reducing income inequality?"", ""How does Roys' policy focus on progressive taxation and small business support directly challenge the incumbent's economic dominance in the Democratic primary?"", ""What progressive policy approach does Roys prioritize in her campaign against incumbent politicians?""]",4,1815.416,,154.578,134.375,-20.203
"The Great Dane Pub and Brewing Company will continue to operate its other Madison-area locations, including the Fitchburg pub and its east side and downtown Madison pubs. Brewing operations will also remain at the downtown and Fitchburg locations, ensuring that Great Dane beer is still available at the east side location. 

The Hilldale location will close on Saturday, Nov. 8, but guests can still enjoy the other locations.","[""How long has the Hilldale location been operating?"", ""What events are affected by the Hilldale closure?"", ""What makes Great Dane a popular choice in Madison?"", ""Are there any upcoming events at the other locations?""]",4,True,"[""Will the Great Dane Pub and Brewing Company maintain its Madison pub operations after continuing to operate other locations?"", ""Will Great Dane beer continue to be served at downtown and Fitchburg locations after operations at Madison pubs?"", ""Will Great Dane beer be available at the east side pub in Fitchburg after the operation in Madison-area locations?"", ""Will Great Dane beer be served at the east side pub in Fitchburg after the downtown and Hilldale locations remain operational?""]",4,2014.420,,134.375,141.547,7.172
"The article contains **five paragraphs** detailing the incident involving the woman and the seven Great Danes found in distress. It covers the discovery of the dogs, the condition they were in, the charges against the woman, and the current status of the case.","[""What are the specific charges against the woman?"", ""Can you provide more details about the dogs' conditions?"", ""What actions are being taken to prevent similar incidents?"", ""What are the latest updates on this case?""]",4,True,"[""Did the woman's condition worsen after being rescued by the dogs, and what legal actions were taken against her for potential abuse?"", ""What legal proceedings are currently underway against the woman for the dog's presumed death, and what are the implications for her future in the Seven Danes?"", ""What legal consequences did the woman face for allegedly driving her own dog into a road hazard during a chase with the seven Great Danes?"", ""What were the circumstances surrounding the woman's disappearance and the subsequent rescue of seven Great Danes, and what legal proceedings are currently underway?""]",4,1409.738,,141.547,142.547,1.000
"The surviving dogs from the incident were taken to an emergency veterinary clinic. Unfortunately, three of them were euthanized due to their conditions, while one dog that had been initially in the custody of another person collapsed in the clinic parking lot but remains alive. The condition of the remaining dog taken to the clinic has not been disclosed by the police. The woman involved has been tentatively charged with multiple counts of animal mistreatment leading to death.","[""What led to the police intervention?"", ""What are the legal consequences for animal mistreatment?"", ""How can animal welfare be improved in such cases?"", ""Are there any updates on the woman's case?""]",4,True,"[""What veterinary intervention was most critical in the three euthanized dogs due to their deteriorating health?"", ""What factors contributed most to the euthanization of the three animals despite initial concerns?"", ""What remains of the dog after the remaining one was euthanized due to severe health issues?"", ""What remains of the dog after the first owner's condition was not disclosed, leading to its survival?""]",4,1815.308,,142.547,122.625,-19.922
"If you are in the area of the Enzyme Institute at 1710 University Ave, it is advised to **avoid the area** due to a potentially dangerous situation as indicated by the BadgerSAFE WiscALERT issued by the UW-Madison Police Department. For your safety, please stay away from the location until further notice. 

Stay tuned for updates from local authorities for more information on the situation.","[""What caused the alert?"", ""Are there any updates on this situation?"", ""Who should I contact for more information?"", ""What safety measures should I follow in emergencies?""]",4,True,"[""Is it safe to visit the enzyme lab after receiving a BadgerSAFE WiscALERT?"", ""Is it safe to visit the Enzyme Institute at 1710 University Ave after receiving a BadgerSAFE WiscALERT? Please stay away!?"", ""Is it safe to visit the enzyme lab at 1710 University Ave due to a recent BadgerSAFE WiscALERT?"", ""Should I evacuate the University Ave area immediately due to a BadgerSAFE WiscALERT?""]",4,2018.175,,122.625,102.703,-19.922
"The school board is set to determine the future of Oskaloosa High School teacher Matt Kargol, who has been placed on administrative leave following his controversial social media post regarding the shooting death of Republican political activist Charlie Kirk. A special school board meeting is scheduled for Wednesday at 6 p.m. to discuss the matter further. Superintendent Mike Fisher emphasized the need to address the situation appropriately due to the significant disruption it caused at the school.","[""What were the community reactions to the teacher's post?"", ""How can schools handle similar situations in the future?"", ""What support systems are in place for teachers in these scenarios?"", ""What are the broader implications of this incident?""]",4,True,"[""What is Matt Kargol's next step after being placed on administrative leave due to controversial social media post?"", ""How will Oskaloosa's new administration handle the ongoing controversy surrounding teacher Matt Kargol's social media post and its impact on the school's reputation?"", ""What is the immediate next step regarding Matt Kargol's return to school board due to his controversial social media post about Charlie Kirk's death?"", ""How will the school board respond to the return of Charlie Kirk's death and the subsequent school board meeting on Wednesday at 6pm?""]",4,1814.127,,102.703,113.531,10.828
"Chelsie Lehmann is facing charges of aiding a felon and obstructing an officer in connection with the disappearance of her six-year-old daughter, Ruby Lehmann. She was arrested after Ruby went missing from her grandmother's home, which led to an Amber Alert being issued. Chelsie is scheduled to appear in court soon.","[""What led to Ruby's disappearance?"", ""When is Chelsie's court appearance?"", ""What details are known about Ruby's case?"", ""Are there any updates on the investigation?""]",4,True,"[""What legal action should Chelsie Lehmann take following her arrest for aiding a felon and obstructing an officer in relation to Ruby Lehmann's disappearance?"", ""How does this officer's actions impact Ruby's family's future?"", ""What charges does Chelsie face for assisting in the disappearance of Ruby Lehmann?"", ""What legal action is being taken against Chelsie for assisting in the disappearance of Ruby Lehmann?""]",4,1612.472,,113.531,123.312,9.781
"The search for Cadence Lee, the missing 17-year-old girl from Oregon, is ongoing. She was last seen on Friday in the Village of Oregon. Authorities believe she may be with a man described as being in his 30s or 40s, who has black hair, a mustache, and a sleeve tattoo. He drives a dark green Chevrolet SUV from 2015 to 2017. The last possible sighting of Cadence was reported on Sunday at a Goodwill in Madison. Anyone with information about her whereabouts is urged to contact the Oregon Police Department at 608-835-3111.","[""What details are known about Cadence?"", ""Are there any specific locations being searched?"", ""How can the public assist in the search?"", ""What are the police doing to find her?""]",4,True,"[""What's the missing person's age?"", ""Is she currently in the Village of Oregon, and what is her last known movements?"", ""What's the name of the man in Oregon's village with unique tattoos and a dark green Chevrolet SUV?"", ""What year did Cadence last drive a dark green Chevrolet SUV in his 30s-40s?""]",4,1812.762,,123.312,138.250,14.938
"To help in the search for Cadence, you can take the following actions:

1. **Spread the Word**: Share her description and details about her disappearance on social media to reach a wider audience.
2. **Contact Authorities**: If you have any information regarding her whereabouts, call the Oregon Police Department at 608-835-3111.
3. **Check Local Areas**: If you're nearby, keep an eye out for Cadence or the vehicle described (a dark green Chevrolet SUV from 2015 to 2017).
4. **Stay Informed**: Follow local news updates for any new information regarding the search.

Your assistance could be vital in locating her. Thank you for your willingness to help!","[""What details are known about Cadence?"", ""What should I do if I see her?"", ""How can I report a sighting?"", ""Are there any updates on the search?""]",4,True,"[""How can I best assist in tracking Cadence's disappearance using social media?"", ""How can I best assist in the case of her disappearance and ensure her safety?"", ""Are there any known individuals in the vicinity of Cadence who have been reported missing recently?"", ""Did she drive a Cadence in the area around 3rd Avenue and 10th Street, and was the vehicle a 2015-2017 Chevrolet SUV?""]",4,1813.399,,138.250,146.984,8.734
"The victims of the crash in Cold Spring were the driver and front passenger of the SUV involved in the collision with a semi-tractor trailer. Both individuals were pronounced dead at the scene despite emergency personnel's efforts to save them. The driver of the semi-tractor trailer was not injured in the incident.

You May Also Be Interested  

If you're looking for ways to enhance safety on the road, consider the **Garmin Dash Cam Live** for real-time video recording, which can be invaluable in case of an incident. You might also find the **ELITE FIRST AID/ACME Elite First Aid GP IFAK Pro First Aid Kit** useful for being prepared in emergencies. Check them out for added peace of mind: [Garmin Dash Cam Live](https://api.dappier.com/app/track/be762676) and [Elite First Aid Kit](https://api.dappier.com/app/track/1082332c).","[""What caused the accident?"", ""What are the investigation details?"", ""Are there any updates on the victims' identities?"", ""What safety measures can prevent such accidents?""]",4,True,"[""Did both drivers and front passenger survive the SUV collision in Cold Spring?"", ""Did the driver of the semi-tractor trailer survive the collision despite being struck?"", ""How can we improve driver awareness and safety in high-stress scenarios like this?"", ""How can Garmin Dash Cam Live improve road safety through real-time video recording?""]",4,1611.694,,146.984,156.094,9.109
"A motorcyclist was involved in a hit-and-run incident on the westbound Beltline at Gammon Road on Sunday afternoon. The accident occurred when the motorcycle reportedly struck a vehicle, causing the rider to be thrown onto the pavement. The driver of the vehicle briefly exited but left the scene before police arrived. The motorcyclist was taken to the hospital and is currently in stable condition. Investigators are following up on leads related to the incident, and anyone with information is encouraged to contact the Madison Police Department.","[""What are the details of the investigation?"", ""Are there any updates on the motorcyclist's condition?"", ""What should I do if I witness a hit-and-run?"", ""What are the laws regarding hit-and-run incidents?""]",4,True,"[""Did the motorcycle cause the rider to lose control and be thrown onto the pavement during the hit-and-run incident?"", ""Did the driver of the Beltline at Gammon Road lose control and collide with a motorcycle on the westbound line due to a misjudged maneuver?"", ""Did the motorcycle cause the rider to be thrown onto the pavement after exiting the scene?"", ""How many vehicles were involved in the incident and what was their position relative to the motorcyclist's impact?""]",4,1813.032,,156.094,163.828,7.734
"The crash was caused when a 53-year-old woman driving west on Commercial Drive attempted to turn left into a parking lot. Her SUV was then hit by a vehicle that was being test-driven. Unfortunately, two people in the test-driving vehicle, aged 65 and 64, died as a result of the crash. The incident occurred on Madison's east side at around 3:25 p.m. on Friday, and the investigation is ongoing.","[""What are the details of the investigation?"", ""Are there any safety recommendations following this incident?"", ""How common are test drive accidents?"", ""What are the latest news updates?""]",4,True,"[""Did the SUV's brakes fail to prevent the test-driving vehicle from losing control and hitting the driver of the commercial drive?"", ""What caused the SUV to hit the test-driving vehicle and result in two fatalities?"", ""Did the SUV's test-drive cause the fatal accident involving two test-driving participants aged 65-64?"", ""Did the SUV's driver survive and why?""]",4,2017.677,,163.828,114.766,-49.062
"Currently, there is no specific update on how Callum is doing after the incident at Deer Valley Lodge. He was found unresponsive and was flown to UW Children's Hospital for treatment. The community has been encouraged to participate in a birthday ""card shower"" to help lift his spirits during this difficult time. 

For more details, you can refer to the local news updates.","[""How can I send a card to Callum?"", ""What happened at Deer Valley Lodge?"", ""What can the community do to help?"", ""Are there any updates on Callum's condition?""]",4,True,"[""How is Callum's condition improving after being flown to UW Children's Hospital following the Deer Valley Lodge incident?"", ""How is Callum's condition improving following the incident at Deer Valley Lodge and his hospitalization?"", ""How are community members expected to support the recovery of {user} after the incident at Deer Valley Lodge?"", ""How has the community's response influenced the emotional state of the lodge staff?""]",4,1625.999,,114.766,87.797,-26.969
"The crash occurred when a 53-year-old woman driving west on Commercial Ave. attempted to turn left into a parking lot. Her SUV was struck by a vehicle that was on a test drive. This collision resulted in the deaths of two people in the test-driving vehicle, aged 65 and 64. The woman who was turning remained on the scene and is cooperating with the investigation, which is still ongoing.","[""Are there updates on the investigation?"", ""What safety measures are in place for test drives?"", ""What were the conditions like at the time of the crash?"", ""Can you provide more details about the victims?""]",4,True,"[""What type of driver was most likely to have caused the fatal collision?"", ""What is the immediate consequence of the SUV being struck in a test drive collision on Commercial Ave?"", ""Did the commercial vehicle's test drive result in the deaths of the test-driving passengers?"", ""What immediate steps should the system take to prevent similar tragedies in future test drives?""]",4,1613.481,,87.797,89.250,1.453
"The Oskaloosa School Board is scheduled to hold a special meeting on Wednesday at 6 p.m. to determine the future of art teacher Matt Kargol, who has been placed on administrative leave following his controversial social media post about the shooting death of Republican political activist Charlie Kirk. The superintendent, Mike Fisher, noted that the incident has caused significant disruption within the school environment.","[""What led to the teacher's post?"", ""How is the community reacting?"", ""What are the potential outcomes of the meeting?"", ""What are the latest news updates?""]",4,True,"[""Will the Oskaloosa School Board decide to reinstate Matt Kargol's position as art teacher after the meeting on Wednesday at 6 p.m.?"", ""Will Matt Kargol's administrative leave be reinstated after his controversial social media post impacting his teaching position?"", ""Will Matt Kargol's future with the art teacher be reinstated for the special Wednesday meeting on Wednesday at 6 p.m. regarding his recent social media controversy?"", ""How will Matt Kargol's role as art teacher evolve following his recent administrative leave and social media controversy?""]",4,2014.470,,89.250,109.391,20.141
"The Oskaloosa School Board is set to meet to determine the future of art teacher Matt Kargol, who has been placed on administrative leave following his controversial social media post about the shooting death of political activist Charlie Kirk. Superintendent Mike Fisher indicated that the situation has caused ""substantial material disruption"" to the learning environment. The school board's special meeting is scheduled for Wednesday at 6 p.m. to discuss the matter further.","[""What are the community's views on this incident?"", ""How does the school handle similar situations?"", ""What are the potential outcomes for the teacher?"", ""What measures are in place to prevent future disruptions?""]",4,True,"[""Will the Oskaloosa School Board approve Matt Kargol's return to the art department after a controversial social media post?"", ""How does Matt Kargol's position as art teacher evolve post-administrative leave following his social media controversy?"", ""Has the administrative leave situation caused significant disruption to the art curriculum for the next semester?"", ""Has the school's administrative support been significantly impacted by Charlie Kirk's recent social media post regarding the shooting death of activist?""]",4,1610.861,,109.391,114.734,5.344
"The crash occurred when a 53-year-old woman driving west on Commercial Drive attempted to turn left into a parking lot and was struck by a vehicle that was on a test drive. This collision resulted in the deaths of two people in the test-driving vehicle, aged 65 and 64. A second crash ensued due to the initial collision, involving two other vehicles, where one driver sustained non-life-threatening injuries. The woman who was turning remained at the scene and is cooperating with the investigation, which is still ongoing.","[""What are the details of the investigation?"", ""How common are test drive accidents?"", ""What safety measures are in place for test drives?"", ""Are there any updates on the victims' families?""]",4,True,"[""What caused the fatal crash involving a 53-year-old woman on Commercial Drive after attempting a left turn in a parking lot test drive?"", ""Did the commercial drive encounter a fatal collision when attempting a left turn into a parking lot test drive, resulting in the deaths of two test-driving occupants?"", ""What immediate safety measures should be implemented following this multi-vehicle crash in the parking lot?"", ""Did the test driver's actions lead to the deaths of two test-driving passengers?""]",4,1814.213,,114.734,124.469,9.734
"The Oskaloosa School Board is set to determine the future of teacher Matt Kargol, who has been placed on administrative leave following a controversial social media post. A special meeting is scheduled for Wednesday at 6 p.m. to discuss this matter. Superintendent Mike Fisher mentioned that Kargol's post caused ""substantial material disruption"" to the learning environment, prompting the board's intervention. 

Community members have expressed mixed reactions, with some supporting Kargol and others condemning his actions.","[""What are the community's views on this situation?"", ""What actions can be taken to address such controversies in schools?"", ""How do schools typically handle social media issues with staff?"", ""What are the potential outcomes of the school board meeting?""]",4,True,"[""What will be Matt Kargol's role in the Oskaloosa School Board's meeting on Wednesday at 6 p.m. regarding his administrative leave?"", ""Will Matt Kargol's administrative leave continue after the scheduled meeting on Wednesday at 6pm due to the controversial social media post?"", ""who has been placed on administrative leave after posting controversial content causing significant disruption to the school's social media presence?"", ""Did Kargol's recent post lead to a significant decrease in student engagement and test scores, necessitating a board meeting on Wednesday at 6pm?""]",4,1815.312,,124.469,137.609,13.141
"The situation involving the Oskaloosa High School teacher, who was placed on administrative leave after posting a provocative comment about the shooting death of Republican political activist Charlie Kirk, raises questions about free speech. While many advocate for free speech, the school superintendent noted that the post caused ""substantial material disruption"" to the learning environment. This highlights the balance between expressing opinions and maintaining a respectful atmosphere in educational settings.

The community's response has been mixed, with some calling for understanding and grace towards the teacher, while others find the comment inappropriate. The school board is set to discuss the teacher's future in an upcoming meeting.","[""What are the potential consequences for the teacher?"", ""How do schools typically handle free speech issues?"", ""What are community reactions to similar incidents?"", ""Can you share more about the upcoming school board meeting?""]",4,True,"[""Does the teacher's decision to post a controversial comment about Charlie Kirk's death, despite potential legal ramifications, highlight the tension between free speech and the potential for harm in public discourse?"", ""How does the school's response to Charlie Kirk's shooting echo the debate over free speech in the wake of his death?"", ""How does the school superintendent perceive the impact of Charlie Kirk's post on the learning environment?"", ""How can we ensure future responses remain constructive and avoid escalating tensions in our school's community discussions?""]",4,1812.759,,137.609,148.469,10.859
